"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Publisher","Sponsors","Conference name","Conference date","Conference location","Conference code","Document Type","Publication Stage","Open Access","Source","EID"
"Zhang H.; Cardoza A.; Chen P.B.; Angel S.; Liu V.","Zhang, Haoran (57219048671); Cardoza, Adney (57220066952); Chen, Peter Baile (59442045800); Angel, Sebastian (55841208800); Liu, Vincent (54684321900)","57219048671; 57220066952; 59442045800; 55841208800; 54684321900","Fault-tolerant and transactional stateful serverless workflows","2020","Proceedings of the 14th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2020","","","","1187","1204","17","66","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096802786&partnerID=40&md5=8c06c0db4f42a51607bbacbd9dd15aa2","This paper introduces Beldi, a library and runtime system for writing and composing fault-tolerant and transactional stateful serverless functions. Beldi runs on existing providers and lets developers write complex stateful applications that require fault tolerance and transactional semantics without the need to deal with tasks such as load balancing or maintaining virtual machines. Beldi's contributions include extending the log-based fault-tolerant approach in Olive (OSDI 2016) with new data structures, transaction protocols, function invocations, and garbage collection. They also include adapting the resulting framework to work over a federated environment where each serverless function has sovereignty over its own data. We implement three applications on Beldi, including a movie review service, a travel reservation system, and a social media site. Our evaluation on 1,000 AWS Lambdas shows that Beldi's approach is effective and affordable. © 2020 Proceedings of the 14th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2020. All rights reserved.","","Balancing; Fault tolerance; Reservation systems; Semantics; Systems analysis; Fault-tolerant; Garbage collection; Movie reviews; Runtime systems; Social media; Transaction protocol; Travel reservations; Work-flows; Fault tolerant computer systems","USENIX Association","Alibaba Group; Alipay; Amazon; Ant Group; et al.; USENIX","14th USENIX Symposium on Operating Systems Design and Implementation,OSDI 2020","4 November 2020 through 6 November 2020","Virtual, Online","164991","Conference paper","Final","","Scopus","2-s2.0-85096802786"
"Rausch T.; Hummer W.; Muthusamy V.; Dustdar S.; Rashed A.","Rausch, Thomas (8582596600); Hummer, Waldemar (36716249700); Muthusamy, Vinod (7801671473); Dustdar, Schahram (6701473617); Rashed, Alexander (57218219414)","8582596600; 36716249700; 7801671473; 6701473617; 57218219414","Towards a serverless platform for edge AI","2019","2nd USENIX Workshop on Hot Topics in Edge Computing, HotEdge 2019, co-located with USENIX ATC 2019","","","","","","","72","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086444901&partnerID=40&md5=7763b1b45d283c0da7669815841496c7","This paper proposes a serverless platform for building and operating edge AI applications. We analyze edge AI use cases to illustrate the challenges in building and operating AI applications in edge cloud scenarios. By elevating concepts from AI lifecycle management into the established serverless model, we enable easy development of edge AI workflow functions. We take a deviceless approach, i.e., we treat edge resources transparently as cluster resources, but give developers fine-grained control over scheduling constraints. Furthermore, we demonstrate the limitations of current serverless function schedulers, and present the current state of our prototype. © 2019 USENIX Association. All rights reserved.","","Edge computing; Life cycle; AI applications; Edge clouds; Edge resources; Fine-grained control; In-buildings; Life-cycle management; Scheduling constraints; Scheduling","USENIX Association","","2nd USENIX Workshop on Hot Topics in Edge Computing, HotEdge 2019, co-located with USENIX ATC 2019","9 July 2019","Renton","155932","Conference paper","Final","","Scopus","2-s2.0-85086444901"
"Boucher S.; Kalia A.; Andersen D.G.; Kaminsky M.","Boucher, Sol (57215283637); Kalia, Anuj (56367885300); Andersen, David G. (57210522272); Kaminsky, Michael (35233511800)","57215283637; 56367885300; 57210522272; 35233511800","Putting the “micro” back in microservice","2020","Proceedings of the 2018 USENIX Annual Technical Conference, USENIX ATC 2018","","","","645","650","5","70","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060929156&partnerID=40&md5=01b3057f899a9e50397254abe5b659ed","Modern cloud computing environments strive to provide users with fine-grained scheduling and accounting, as well as seamless scalability. The most recent face to this trend is the “serverless” model, in which individual functions, or microservices, are executed on demand. Popular implementations of this model, however, operate at a relatively coarse granularity, occupying resources for minutes at a time and requiring hundreds of milliseconds for a cold launch. In this paper, we describe a novel design for providing “functions as a service” (FaaS) that attempts to be truly micro: cold launch times in microseconds that enable even finer-grained resource accounting and support latency-critical applications. Our proposal is to eschew much of the traditional serverless infrastructure in favor of language-based isolation. The result is microsecond-granularity launch latency, and microsecond-scale preemptive scheduling using high-precision timers. © Proceedings of the 2018 USENIX Annual Technical Conference, USENIX ATC 2018. All rights reserved.","","Cloud computing environments; Critical applications; Fine grained; High-precision; Novel design; On demands; Pre-emptive scheduling; Resource accountings; Scheduling","USENIX Association","et al.; Facebook; NetApp; NSF; Oracle; The USENIX Association","2018 USENIX Annual Technical Conference, USENIX ATC 2018","11 July 2018 through 13 July 2018","Boston","155411","Conference paper","Final","","Scopus","2-s2.0-85060929156"
"Liu Q.; Yang Y.; Du D.; Xia Y.; Zhang P.; Feng J.; Larus J.R.; Chen H.","Liu, Qingyuan (57219510222); Yang, Yanning (58955147700); Du, Dong (57200438686); Xia, Yubin (7403027696); Zhang, Ping (58743503200); Feng, Jia (58955147800); Larus, James R. (7003695813); Chen, Haibo (55743141500)","57219510222; 58955147700; 57200438686; 7403027696; 58743503200; 58955147800; 7003695813; 55743141500","Harmonizing Efficiency and Practicability: Optimizing Resource Utilization in Serverless Computing with JIAGU","2024","Proceedings of the 2024 USENIX Annual Technical Conference, ATC 2024","","","","1","17","16","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201231038&partnerID=40&md5=f95872f429ee11537c15864ca5fa2037","Current serverless platforms struggle to optimize resource utilization due to their dynamic and fine-grained nature. Conventional techniques like overcommitment and autoscaling fall short, often sacrificing utilization for practicability or incurring performance trade-offs. Overcommitment requires predicting performance to prevent QoS violation, introducing trade-off between prediction accuracy and overheads. Autoscaling requires scaling instances in response to load fluctuations quickly to reduce resource wastage, but more frequent scaling also leads to more cold start overheads. This paper introduces JIAGU to harmonize efficiency with practicability through two novel techniques. First, pre-decision scheduling achieves accurate prediction while eliminating overheads by decoupling prediction and scheduling. Second, dual-staged scaling achieves frequent adjustment of instances with minimum overhead. We have implemented a prototype and evaluated it using real-world applications and traces from the public cloud platform. Our evaluation shows a 54.8% improvement in deployment density over commercial clouds (with Kubernetes) while maintaining QoS, and 81.0%–93.7% lower scheduling costs and a 57.4%–69.3% reduction in cold start latency compared to existing QoS-aware schedulers. © 2024 Proceedings of the 2024 USENIX Annual Technical Conference, ATC 2024. All rights reserved.","","Cost reduction; Economic and social effects; Forecasting; 'current; Autoscaling; Cold-start; Conventional techniques; Fine grained; Performance; Performance tradeoff; Resources utilizations; Scalings; Trade off; Efficiency","USENIX Association","Futurewei Technologies; IBM; Meta; NetApp; NSF; USENIX Association","2024 USENIX Annual Technical Conference, ATC 2024","10 July 2024 through 12 July 2024","Santa Clara","201530","Conference paper","Final","","Scopus","2-s2.0-85201231038"
"Arutyunyan M.; Berestovskyy A.; Bratschi-Kaye A.; Degenbaev U.; Drijvers M.; El-Ashi I.; Kaestle S.; Kashitsyn R.; Kot M.; Pignolet Y.-A.; Rumenov R.; Sarlis D.; Sinpalean A.; Uta A.; Warinschi B.; Zapuc A.","Arutyunyan, Maksym (58774800200); Berestovskyy, Andriy (58774952700); Bratschi-Kaye, Adam (58775046500); Degenbaev, Ulan (35089859500); Drijvers, Manu (55843275200); El-Ashi, Islam (58774849200); Kaestle, Stefan (57203514837); Kashitsyn, Roman (58774849300); Kot, Maciej (58775000100); Pignolet, Yvonne-Anne (32668030600); Rumenov, Rostislav (58774900200); Sarlis, Dimitris (58774800300); Sinpalean, Alin (58774952800); Uta, Alexandru (56440094500); Warinschi, Bogdan (23390939200); Zapuc, Alexandra (58774952900)","58774800200; 58774952700; 58775046500; 35089859500; 55843275200; 58774849200; 57203514837; 58774849300; 58775000100; 32668030600; 58774900200; 58774800300; 58774952800; 56440094500; 23390939200; 58774952900","Decentralized and Stateful Serverless Computing on the Internet Computer Blockchain","2023","Proceedings of the 2023 USENIX Annual Technical Conference, ATC 2023","","","","329","343","14","8","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177697845&partnerID=40&md5=213c1068f91618515f2f23abf5d70406","The Internet Computer (IC) is a fast and efficient decentralized blockchain-based platform for the execution of general-purpose applications in the form of smart contracts. In other words, the IC service is the antithesis of current serverless computing. Instead of ephemeral, stateless functions operated by a single entity, the IC offers decentralized stateful serverless computation over untrusted, independent datacenters. Developers deploy stateful canisters that serve calls either to end-users or other canisters. The IC programming model is similar to serverless clouds, with applications written in modern languages such as Rust or Python, yet simpler: state is maintained automatically, without developer intervention. In this paper, we identify and address significant systems challenges to enable efficient decentralized stateful serverless computation: scalability, stateful execution through orthogonal persistence, and deterministic scheduling. We describe the design of the IC and characterize its operational data gathered over the past 1.5 years, and its performance. © 2023 by The USENIX Association All Rights Reserved.","","Integrated circuits; 'current; Block-chain; Computer services; Datacenter; Decentralised; Deterministic scheduling; End-users; Modern languages; Programming models; Simple++; Blockchain","USENIX Association","Akamai; et al.; Futurewei Technologies; NSF; USENIX Association; VMWare University Research Fund","2023 USENIX Annual Technical Conference, ATC 2023","10 July 2023 through 12 July 2023","Boston","195092","Conference paper","Final","","Scopus","2-s2.0-85177697845"
"Oakes E.; Yang L.; Zhou D.; Houck K.; Harter T.; Arpaci-Dusseau A.C.; Arpaci-Dusseau R.H.","Oakes, Edward (59793753900); Yang, Leon (59608403100); Zhou, Dennis (57212865338); Houck, Kevin (57195371768); Harter, Tyler (54415799500); Arpaci-Dusseau, Andrea C. (6602169729); Arpaci-Dusseau, Remzi H. (6602342083)","59793753900; 59608403100; 57212865338; 57195371768; 54415799500; 6602169729; 6602342083","SOCK: Rapid task provisioning with serverless-optimized containers","2020","Proceedings of the 2018 USENIX Annual Technical Conference, USENIX ATC 2018","","","","57","69","12","285","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077468687&partnerID=40&md5=4e3d486e4ba7e8e882f63bf763e28a81","Serverless computing promises to provide applications with cost savings and extreme elasticity. Unfortunately, slow application and container initialization can hurt common-case latency on serverless platforms. In this work, we analyze Linux container primitives, identifying scalability bottlenecks related to storage and network isolation. We also analyze Python applications from GitHub and show that importing many popular libraries adds about 100 ms to startup. Based on these findings, we implement SOCK, a container system optimized for serverless workloads. Careful avoidance of kernel scalability bottlenecks gives SOCK an 18× speedup over Docker. A generalized-Zygote provisioning strategy yields an additional 3× speedup. A more sophisticated three-tier caching strategy based on Zygotes provides a 45× speedup over SOCK without Zygotes. Relative to AWS Lambda and OpenWhisk, OpenLambda with SOCK reduces platform overheads by 2.8× and 5.3× respectively in an image processing case study. © Proceedings of the 2018 USENIX Annual Technical Conference, USENIX ATC 2018. All rights reserved.","","Computer operating systems; Image processing; Scalability; Caching strategy; Cost saving; Network isolation; Containers","USENIX Association","et al.; Facebook; NetApp; NSF; Oracle; The USENIX Association","2018 USENIX Annual Technical Conference, USENIX ATC 2018","11 July 2018 through 13 July 2018","Boston","155411","Conference paper","Final","","Scopus","2-s2.0-85077468687"
"Mahgoub A.; Chaterji S.; Bagchi S.; Shankar K.; Mitra S.; Klimovic A.","Mahgoub, Ashraf (56878717700); Chaterji, Somali (18133715900); Bagchi, Saurabh (14821898700); Shankar, Karthick (57215202832); Mitra, Subrata (57197251717); Klimovic, Ana (56039431800)","56878717700; 18133715900; 14821898700; 57215202832; 57197251717; 56039431800","SONIC: Application-aware data passing for chained serverless applications","2021","2021 USENIX Annual Technical Conference","","","","973","988","15","31","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110765384&partnerID=40&md5=c26a32e6adf16f14186a0635df125f1c","Data analytics applications are increasingly leveraging serverless execution environments for their ease-of-use and pay-as-you-go billing. The structure of such applications is usually composed of multiple functions that are chained together to form a workflow. The current approach of exchanging intermediate (ephemeral) data between functions is through a remote storage (such as S3), which introduces significant performance overhead. We compare three datapassing methods, which we call VM-Storage, Direct-Passing, and state-of-practice Remote-Storage. Crucially, we show that no single data-passing method prevails under all scenarios and the optimal choice depends on dynamic factors such as the size of input data, the size of intermediate data, the application's degree of parallelism, and network bandwidth. We propose SONIC, a data-passing manager that optimizes application performance and cost, by transparently selecting the optimal data-passing method for each edge of a serverless workflow DAG and implementing communication-aware function placement. SONIC monitors application parameters and uses simple regression models to adapt its hybrid data passing accordingly. We integrate SONIC with Open- Lambda and evaluate the system on Amazon EC2 with three analytics applications, popular in the serverless environment. SONIC provides lower latency (raw performance) and higher performance/$ across diverse conditions, compared to four baselines: SAND, vanilla OpenLambda, OpenLambda with Pocket, and AWS Lambda. © 2021 USENIX Annual Technical Conference. All rights reserved.","","Data Analytics; Regression analysis; Application parameters; Application performance; Communication-aware; Degree of parallelism; Execution environments; Multiple function; Network bandwidth; State of practice; Digital storage","USENIX Association","Facebook; Google; IBM; USENIX; VMware","2021 USENIX Annual Technical Conference, ATC 2021","14 July 2021 through 16 July 2021","Virtual, Online","170531","Conference paper","Final","","Scopus","2-s2.0-85110765384"
"","","","Proceedings of the 2024 USENIX Annual Technical Conference, ATC 2024","2024","Proceedings of the 2024 USENIX Annual Technical Conference, ATC 2024","","","","","","1290","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201232280&partnerID=40&md5=ea60c5580095724f1bddf9d0747e53e6","The proceedings contain 77 papers. The topics discussed include: harmonizing efficiency and practicability: optimizing resource utilization in serverless computing with Jiagu; Alps: an adaptive learning, priority OS scheduler for serverless functions; starburst: a cost-aware scheduler for hybrid cloud; StreamBox: a lightweight GPU SandBox for serverless inference workflow; fast inference for probabilistic graphical models; cost-efficient large language model serving for multi-turn conversations with CachedAttention; ScalaAFA: constructing user-space all-flash array engine with holistic designs; FastCommit: resource-efficient, performant and cost-effective file system journaling; ZMS: zone abstraction for mobile flash storage; and ZMS: zone abstraction for mobile flash storage.","","","USENIX Association","Futurewei Technologies; IBM; Meta; NetApp; NSF; USENIX Association","2024 USENIX Annual Technical Conference, ATC 2024","10 July 2024 through 12 July 2024","Santa Clara","201530","Conference review","Final","","Scopus","2-s2.0-85201232280"
"Elhemali M.; Gallagher N.; Gordon N.; Idziorek J.; Krog R.; Lazier C.; Mo E.; Mritunjai A.; Perianayagam S.; Rath T.; Sivasubramanian S.; Sorenson J.C.; Sosothikul S.; Terry D.; Vig A.","Elhemali, Mostafa (22937823800); Gallagher, Niall (59432146800); Gordon, Nicholas (57949300800); Idziorek, Joseph (36975519700); Krog, Richard (57948812600); Lazier, Colin (57948812700); Mo, Erben (57949055000); Mritunjai, Akhilesh (57948812800); Perianayagam, Somu (18434540400); Rath, Tim (56573713200); Sivasubramanian, Swami (7006311951); Sorenson, James Christopher Iii (57948687600); Sosothikul, Sroaj (57948931800); Terry, Doug (7102494175); Vig, Akshat (57949421200)","22937823800; 59432146800; 57949300800; 36975519700; 57948812600; 57948812700; 57949055000; 57948812800; 18434540400; 56573713200; 7006311951; 57948687600; 57948931800; 7102494175; 57949421200","Amazon DynamoDB: A Scalable, Predictably Performant, and Fully Managed NoSQL Database Service","2022","Proceedings of the 2022 USENIX Annual Technical Conference, ATC 2022","","","","1037","1048","11","42","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140970753&partnerID=40&md5=1244e2c2e9584f9033bd508b43090146","Amazon DynamoDB is a NoSQL cloud database service that provides consistent performance at any scale. Hundreds of thousands of customers rely on DynamoDB for its fundamental properties: consistent performance, availability, durability, and a fully managed serverless experience. In 2021, during the 66-hour Amazon Prime Day shopping event, Amazon systems - including Alexa, the Amazon.com sites, and Amazon fulfillment centers, made trillions of API calls to DynamoDB, peaking at 89.2 million requests per second, while experiencing high availability with single-digit millisecond performance. Since the launch of DynamoDB in 2012, its design and implementation have evolved in response to our experiences operating it. The system has successfully dealt with issues related to fairness, traffic imbalance across partitions, monitoring, and automated system operations without impacting availability or performance. Reliability is essential, as even the slightest disruption can significantly impact customers. This paper presents our experience operating DynamoDB at a massive scale and how the architecture continues to evolve to meet the ever-increasing demands of customer workloads. © 2022 USENIX Annual Technical Conference, ATC 2022.All rights reserved.","","Automation; API calls; Cloud database; Consistent performance; Database service; Design and implementations; Fundamental properties; High availability; Partition systems; Performance; Traffic imbalance; Sales","USENIX Association","Alibaba Group; Apple; et al.; PagerDuty; USENIX Association; VMware University Research Fund","2022 USENIX Annual Technical Conference, ATC 2022","11 July 2022 through 13 July 2022","Carlsbad","183226","Conference paper","Final","","Scopus","2-s2.0-85140970753"
"Kumar N.; Ruiz P.M.; Menon V.; Kabiljo I.; Pundir M.; Newell A.; Lee D.; Wang L.; Tang C.","Kumar, Neeraj (57217716370); Ruiz, Pol Mauri (57215321820); Menon, Vijay (58493940200); Kabiljo, Igor (57190984397); Pundir, Mayank (54403600100); Newell, Andrew (57215316993); Lee, Daniel (59261743500); Wang, Liyuan (59261197300); Tang, Chunqiang (59844235800)","57217716370; 57215321820; 58493940200; 57190984397; 54403600100; 57215316993; 59261743500; 59261197300; 59844235800","Optimizing Resource Allocation in Hyperscale Datacenters: Scalability, Usability, and Experiences","2024","Proceedings of the 18th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2024","","","","507","528","21","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201319254&partnerID=40&md5=d5f0f1d7256bbce047580e7a448c7744","Meta’s private cloud uses millions of servers to host tens of thousands of services that power multiple products for billions of users. This complex environment has various optimization problems involving resource allocation, including hardware placement, server allocation, ML training & inference placement, traffic routing, database & container migration for load balancing, grouping serverless functions for locality, etc. The main challenges for a reusable resource-allocation framework are its usability and scalability. Usability is impeded by practitioners struggling to translate real-life policies into precise mathematical formulas required by formal optimization methods, while scalability is hampered by NP-hard problems that cannot be solved efficiently by commercial solvers. These challenges are addressed by Rebalancer, Meta’s resource-allocation framework. It has been applied to dozens of large-scale use cases over the past seven years, demonstrating its usability, scalability, and generality. At the core of Rebalancer is an expression graph that enables its optimization algorithm to run more efficiently than past algorithms. Moreover, Rebalancer offers a high-level specification language to lower the barrier for adoption by systems practitioners. © OSDI 2024.All rights reserved.","","NP-hard; Resource allocation; Reusability; Scalability; Complex environments; Datacenter; Load-Balancing; Multiple products; Optimization problems; Power; Private clouds; Resources allocation; Reusable resources; Traffic routing; High level languages","USENIX Association","Amazon; Databricks; et al.; Futurewei Technologies; Roblox; USENIX Association","18th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2024","10 July 2024 through 12 July 2024","Santa Clara","201531","Conference paper","Final","","Scopus","2-s2.0-85201319254"
"","","","Proceedings of the 2018 USENIX Annual Technical Conference, USENIX ATC 2018","2018","Proceedings of the 2018 USENIX Annual Technical Conference, USENIX ATC 2018","","","","","","1025","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085266048&partnerID=40&md5=95bfb99235a002fa026854d09f7d4b47","The proceedings contain 76 papers. The topics discussed include: FastTrack: foreground app-aware I/O management for improving user experience  of android smartphones; mainstream: dynamic stem-sharing for multi-tenant video processing; SOCK: rapid task provisioning with serverless-optimized containers; DynaMix: dynamic mobile device integration for efficient cross-device resource sharing; the design and implementation of hyperupcalls; aiql: enabling efficient attack investigation from system monitoring data; application memory isolation on ultra-low-power MCUs; peeking behind the curtains of serverless platforms; KylinX: a dynamic library operating system for simplified and efficient cloud virtualization; and throwhammer: rowhammer attacks over the network and defenses.","","","USENIX Association","et al.; Facebook; NetApp; NSF; Oracle; The USENIX Association","2018 USENIX Annual Technical Conference, USENIX ATC 2018","11 July 2018 through 13 July 2018","Boston","155411","Conference review","Final","","Scopus","2-s2.0-85085266048"
"Zhang Z.; Jin C.; Jin X.","Zhang, Zili (57818122600); Jin, Chao (57799003600); Jin, Xin (57189270771)","57818122600; 57799003600; 57189270771","Jolteon: Unleashing the Promise of Serverless for Serverless Workflows","2024","Proceedings of the 21st USENIX Symposium on Networked Systems Design and Implementation, NSDI 2024","","","","167","183","16","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194132930&partnerID=40&md5=d8b50bcbfc5eb3720777afa2c8a02578","Serverless computing promises automatic resource provisioning to relieve the burden of developers. Yet, developers still have to manually configure resources on current serverless platforms to satisfy application-level requirements. This is because cloud applications are orchestrated as serverless workflows with multiple stages, exhibiting a complex relationship between resource configuration and application requirements. We propose Jolteon, an orchestrator to unleash the promise of automatic resource provisioning for serverless workflows. At the core of Jolteon is a stochastic performance model that combines the benefits of whitebox modeling to capture the execution characteristics of serverless computing and blackbox modeling to accommodate the inherent performance variability. We formulate a chance constrained optimization problem based on the performance model, and exploit sampling and convexity to find optimal resource configurations that satisfy user-defined cost or latency bounds. We implement a system prototype of Jolteon and evaluate it on AWS Lambda with a variety of serverless workflows. The experimental results show that Jolteon outperforms the state-of-the-art solution, Orion, by up to 2.3× on cost and 2.1× on latency. © 2024 Proceedings of the 21st USENIX Symposium on Networked Systems Design and Implementation, NSDI 2024. All rights reserved.","","Stochastic models; Stochastic systems; Systems analysis; Application level; Application requirements; Cloud applications; Complex relationships; Multiple stages; On currents; On-currents; Performance Modeling; Resource configurations; Work-flows; Constrained optimization","USENIX Association","ByteDance; et al.; Futurewei Technologies; Meta; NSF; USENIX Association","21st USENIX Symposium on Networked Systems Design and Implementation, NSDI 2024","16 April 2024 through 18 April 2024","Santa Clara","199493","Conference paper","Final","","Scopus","2-s2.0-85194132930"
"Lazarev N.; Gohil V.; Tsai J.; Anderson A.; Chitlur B.; Zhang Z.; Delimitrou C.","Lazarev, Nikita (57212142647); Gohil, Varun (57204718090); Tsai, James (59261185700); Anderson, Andy (58556921600); Chitlur, Bhushan (36986786800); Zhang, Zhiru (57211081307); Delimitrou, Christina (38361424300)","57212142647; 57204718090; 59261185700; 58556921600; 36986786800; 57211081307; 38361424300","Sabre: Hardware-Accelerated Snapshot Compression for Serverless MicroVMs","2024","Proceedings of the 18th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2024","","","","1","18","17","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201303664&partnerID=40&md5=126d0b91995a9e6af698e2c6ad0dce9d","MicroVM snapshotting significantly reduces the cold start overheads in serverless applications. Snapshotting enables storing part of the physical memory of a microVM guest into a file, and later restoring from it to avoid long cold start-up times. Prefetching memory pages from snapshots can further improve the effectiveness of snapshotting. However, the efficacy of prefetching depends on the size of the memory that needs to be restored. Lossless page compression is therefore a great way to improve the coverage of the memory footprint that snapshotting with prefetching achieves. Unfortunately, the high overhead and high CPU cost of software-based (de)compression make this impractical. We introduce Sabre, a novel approach to snapshot page prefetching based on hardware-accelerated (de)compression. Sabre leverages an increasingly pervasive near-memory analytics accelerator available in modern datacenter processors. We show that by appropriately leveraging such accelerators, microVM snapshots of serverless applications can be compressed up to a factor of 4.5×, with nearly negligible decompression costs. We use this insight to build an efficient page prefetching library capable of speeding up memory restoration from snapshots by up to 55%. We integrate the library with the production-grade Firecracker microVMs and evaluate its end-to-end performance on a wide set of serverless applications. © OSDI 2024.All rights reserved.","","Aspect oriented programming; Ferroelectric RAM; Program debugging; Cold-start; Datacenter; Hardware-accelerated; Lossless; Memory footprint; Memory pages; Page compressions; Physical memory; Prefetching; Startup time; Restoration","USENIX Association","Amazon; Databricks; et al.; Futurewei Technologies; Roblox; USENIX Association","18th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2024","10 July 2024 through 12 July 2024","Santa Clara","201531","Conference paper","Final","","Scopus","2-s2.0-85201303664"
"","","","Proceedings of the 21st USENIX Symposium on Networked Systems Design and Implementation, NSDI 2024","2024","Proceedings of the 21st USENIX Symposium on Networked Systems Design and Implementation, NSDI 2024","","","","","","2069","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194163818&partnerID=40&md5=756bfcdd7bc522e4e3bc6a9f587e892b","The proceedings contain 112 papers. The topics discussed include: Horus: granular in-network task scheduler for cloud datacenters; making kernel bypass practical for the cloud with junction; flow scheduling with imprecise knowledge; Pudica: toward near-zero queuing delay in congestion control for cloud gaming; autothrottle: a practical bi-level approach to resource management for SLO-targeted microservices; Jolteon: unleashing the promise of serverless for serverless workflows; can’t be late: optimizing spot instance savings under deadlines; towards intelligent automobile cockpit via a new container architecture; TECC: towards efficient QUIC tunneling via collaborative transmission control; iStack: a general and stateful name-based protocol stack for named data networking; and the bedrock of byzantine fault tolerance: a unified platform for BFT protocols analysis, implementation, and experimentation.","","","USENIX Association","ByteDance; et al.; Futurewei Technologies; Meta; NSF; USENIX Association","21st USENIX Symposium on Networked Systems Design and Implementation, NSDI 2024","16 April 2024 through 18 April 2024","Santa Clara","199493","Conference review","Final","","Scopus","2-s2.0-85194163818"
"Razavi K.; Trivedi A.","Razavi, Kaveh (55532049200); Trivedi, Animesh (55014115500)","55532049200; 55014115500","Stratus: Clouds with microarchitectural resource management","2020","HotCloud 2020 - 12th USENIX Workshop on Hot Topics in Cloud Computing, co-located with USENIX ATC 2020","","","","","","","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091892505&partnerID=40&md5=c14f7c8fec11d4dcefff2e994aefa6ec","The emerging next generation of cloud services like Granular and Serverless computing are pushing the boundaries of the current cloud infrastructure. In order to meet the performance objectives, researchers are now leveraging low-level microarchitectural resources in clouds. At the same time these resources are also a major source of security problems that can compromise the confidentiality and integrity of sensitive data in multi-tenant shared cloud infrastructures. The core of the problem is the lack of isolation due to the unsupervised sharing of microarchitectural resources across different performance and security boundaries. In this paper, we introduce Stratus clouds that treat the isolation on microarchitectural elements as the key design principle when allocating cloud resources. This isolation improves both performance and security, but at the cost of reducing resource utilization. Stratus captures this trade-off using a novel abstraction that we call isolation credit, and show how it can help both providers and tenants when allocating microarchitectural resources using Stratus's declarative interface. We conclude by discussing the challenges of realizing Stratus clouds today. © HotCloud 2020 - 12th USENIX Workshop on Hot Topics in Cloud Computing, co-located with USENIX ATC 2020. All rights reserved.","","Cloud computing; Cloud infrastructures; Cloud services; Design Principles; Performance objective; Resource management; Resource utilizations; Security problems; Sensitive datas; Economic and social effects","USENIX Association","Google; NetApp; VMware","12th USENIX Workshop on Hot Topics in Cloud Computing, HotCloud 2020, co-located with USENIX ATC 2020","13 July 2020 through 14 July 2020","Virtual, Online","162465","Conference paper","Final","","Scopus","2-s2.0-85091892505"
