"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Publisher","Sponsors","Conference name","Conference date","Conference location","Conference code","Document Type","Publication Stage","Open Access","Source","EID"
"Hwang K.; Jin H.; Ho R.","Hwang, Kai (56699307700); Jin, Hai (56434989100); Ho, Roy (7201453501)","56699307700; 56434989100; 7201453501","RAID-x: A new distributed disk array for I/O-centric cluster computing","2000","Proceedings of the IEEE International Symposium on High Performance Distributed Computing","2000-January","","868660","279","286","7","36","10.1109/HPDC.2000.868660","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033720549&doi=10.1109%2fHPDC.2000.868660&partnerID=40&md5=0815792f9222aa9076b53532cbb46368","A new RAID-x (redundant array of inexpensive disks at level x) architecture is presented for distributed I/O processing on a serverless cluster of computers. The RAID-x architecture is based on a new concept of orthogonal striping and mirroring (OSM) across all distributed disks in the cluster. The primary advantages of this OSM approach lie in: (1) a significant improvement in parallel I/O bandwidth; (2) hiding disk mirroring overhead in the background; and (3) greatly enhanced scalability and reliability in cluster computing applications. All claimed advantages are substantiated with benchmark performance results on the Trojans cluster built at USC in 1999. The authors discuss the issues of scalable I/O performance, enhanced system reliability, and striped checkpointing on distributed RAID-x in a serverless cluster environment. © 2000 IEEE.","Bandwidth; Checkpointing; Computer applications; Computer architecture; Concurrent computing; Distributed computing; Linux; Packaging; Reliability; Scalability","Bandwidth; Benchmarking; Cluster computing; Computer applications; Computer architecture; Computer operating systems; Computer software maintenance; Linux; Nonvolatile storage; Packaging; Reliability; Scalability; Computer architecture; Input output programs; Interconnection networks; Internet; Magnetic disk storage; Personal computers; UNIX; All distributed; Check pointing; Cluster environments; Computing applications; Concurrent computing; Distributed I/O; Distributed RAID; System reliability; Centric cluster computing; Distributed disk array; Orthogonal striping and mirroring; Redundant array of inexpensive disk; Distributed computer systems; Parallel processing systems","Institute of Electrical and Electronics Engineers Inc.","IEEE Computer Society Technical Committee on Distributed Processing; University of Arizona ECE Dept.","9th IEEE International Symposium on High-Performance Distributed Computing, HPDC 2000","1 August 2000 through 4 August 2000","Pittsburgh","116574","Conference paper","Final","","Scopus","2-s2.0-0033720549"
"Carreira J.; Fonseca P.; Tumanov A.; Zhang A.; Katz R.","Carreira, Joao (59112718200); Fonseca, Pedro (56343089800); Tumanov, Alexey (18435442000); Zhang, Andrew (57219226689); Katz, Randy (7401788602)","59112718200; 56343089800; 18435442000; 57219226689; 7401788602","Cirrus: A Serverless Framework for End-To-end ML Workflows","2019","SoCC 2019 - Proceedings of the ACM Symposium on Cloud Computing","","","","13","24","11","163","10.1145/3357223.3362711","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086244066&doi=10.1145%2f3357223.3362711&partnerID=40&md5=93d14acd78be426e6b2361507438ea14","Machine learning (ML) workflows are extremely complex. The typical workflow consists of distinct stages of user interaction, such as preprocessing, training, and tuning, that are repeatedly executed by users but have heterogeneous computational requirements. This complexity makes it challenging for ML users to correctly provision and manage resources and, in practice, constitutes a significant burden that frequently causes over-provisioning and impairs user productivity. Serverless computing is a compelling model to address the resource management problem, in general, but there are numerous challenges to adopt it for existing ML frameworks due to significant restrictions on local resources. This work proposes Cirrus-An ML framework that automates the end-To-end management of datacenter resources for ML workflows by efficiently taking advantage of serverless infrastructures. Cirrus combines the simplicity of the serverless interface and the scalability of the serverless infrastructure (AWS Lambdas and S3) to minimize user effort. We show a design specialized for both serverless computation and iterative ML training is needed for robust and efficient ML training on serverless infrastructure. Our evaluation shows that Cirrus outperforms frameworks specialized along a single dimension: Cirrus is 100x faster than a general purpose serverless system [36] and 3.75x faster than specialized ML frameworks for traditional infrastructures [49]. © 2019 ACM.","Distributed Computing; Machine Learning; Serverless","Computer programming; Computer science; Computational requirements; End-to-End management; Local resources; Over provisioning; Resource management problems; Serverless systems; User interaction; User productivity; Cloud computing","Association for Computing Machinery","Amazon Web Services (AWS); Cisco; CockroachLabs; et al.; Google Cloud; Microsoft","10th ACM Symposium on Cloud Computing, SoCC 2019","20 November 2019 through 23 November 2019","Santa Cruz","161511","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85086244066"
"Patel H.; Jindal A.; Szyperski C.","Patel, Hiren (57210068008); Jindal, Alekh (53881488400); Szyperski, Clemens (6602166242)","57210068008; 53881488400; 6602166242","Big Data Processing at Microsoft: Hyper Scale, Massive Complexity, and Minimal Cost","2019","SoCC 2019 - Proceedings of the ACM Symposium on Cloud Computing","","","","490","","","5","10.1145/3357223.3366029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091790347&doi=10.1145%2f3357223.3366029&partnerID=40&md5=a0d3b6ecbab34674bfb607bdb0cc674d","The past decade has seen a tremendous interest in large-scale data processing at Microsoft. Typical scenarios include building business-critical pipelines such as advertiser feedback loop, index builder, and relevance/ranking algorithms for Bing; analyzing user experience telemetry for Office, Windows or Xbox; and gathering recommendations for products like Windows and Xbox. To address these needs a first-party big data analytics platform, referred to as Cosmos, was developed in the early 2010s at Microsoft. Cosmos makes it possible to store data at exabyte scale and process in a serverless form factor, with SCOPE [4] being the query processing workhorse. Over time, however, several newer challenges have emerged, requiring major technical innovations in Cosmos to meet these newer demands. In this abstract, we describe three such challenges from the query processing viewpoint, and our approaches to handling them. Hyper Scale. Cosmos has witnessed a significant growth in usage from its early days, from the number of customers (starting from Bing to almost every single business unit at Microsoft today), to the volume of data processed (from petabytes to exabytes today), to the amount of processing done (from tens of thousands of SCOPE jobs to hundreds of thousands of jobs today, across hundreds of thousands of machines). Even a single job can consume tens of petabytes of data and produce similar volumes of data by running millions of tasks in parallel. Our approach to handle this unprecedented scale is two fold. First, we decoupled and disaggregated the query processor from storage and resource management components, thereby allowing different components in the Cosmos stack to scale independently. Second, we scaled the data movement in the SCOPE query processor with quasilinear complexity [2]. This is crucial since data movement is often the most expensive step, and hence the bottleneck, in massive-scale data processing. Massive Complexity. Cosmos workloads are also highly complex. Thanks to adoption across the whole of Microsoft, Cosmos needs to support workloads that are representative of multiple industry segments, including search engine (Bing), operating system (Windows), workplace productivity (Office), personal computing (Surface), gaming (XBox), etc. To handle such diverse workloads, our approach has been to provide a one-size-fits-All experience. First of all, to make it easy for the customers to express their computations, SCOPE supports different types of queries, from batch to interactive to streaming and machine learning. Second, SCOPE supports both structured and unstructured data processing. Likewise, multiple data formats, including both propriety and open source source such as Parquet, are supported. Third, users can write business logic using a mix of declarative and imperative languages, over even different imperative languages such as C# and Python, in the same job. Furthermore, users can express all of the above in simple data flow style computation for better readability and maintainability. Finally, considering the diverse workload mix inside Microsoft, we have come to realization that it is not possible to fits all scenarios using SCOPE. Therefore, we also support the popular Spark query processing engine. Overall, the one-size-fits-All query processing experience in Cosmos covers very diverse workloads, including data formats, programming languages, and the backend engines. Minimal Cost. While scale and complexity are hard by themselves, the biggest challenge is to achieve all of that at minimal cost. In fact, there is a pressing need to improve Cosmos efficiency and reduce operational costs. This is challenging due to several reasons. First, optimizing a SCOPE job is hard considering that the SCOPE DAGs are super large (up to 1000s of operators in single job!), and the optimization estimates (cardinality, cost, etc.) are often way off from the actuals. Second, SCOPE optimizes a given query, while the operational costs depend on the overall workload. Therefore workload optimization becomes very important. And finally, SCOPE jobs are typically interlinked in data pipelines, i.e., the output of one job is consumed by other jobs. This means that workload optimization needs to be aware of these dependencies. Our approach is to develop a feedback loop to learn from past workloads in order to optimize the future ones. Specifically, we leverage machine learning to learn models for optimizing individual jobs [3], apply multi-query optimizations to optimize the costs of overall workload [1], and build dependency graphs to identify and optimize for the data pipelines. © 2019 Owner/Author.","","Advanced Analytics; Big data; Cloud computing; Cost benefit analysis; Data Analytics; Data handling; Digital storage; Feedback; Machine learning; Object oriented programming; Open source software; Personal computers; Personal computing; Pipelines; Query processing; User experience; Windows operating system; Imperative languages; Large-scale data processing; Multiquery optimization; Query processing engine; Resource management; Technical innovation; Unstructured data; Workload optimizations; Search engines","Association for Computing Machinery","Amazon Web Services (AWS); Cisco; CockroachLabs; et al.; Google Cloud; Microsoft","10th ACM Symposium on Cloud Computing, SoCC 2019","20 November 2019 through 23 November 2019","Santa Cruz","161511","Conference paper","Final","","Scopus","2-s2.0-85091790347"
"Kuntsevich A.; Nasirifard P.; Jacobsen H.-A.","Kuntsevich, Aleksandr (57206479593); Nasirifard, Pezhman (6507596161); Jacobsen, Hans-Arno (7103073434)","57206479593; 6507596161; 7103073434","Demo abstract: A distributed analysis and benchmarking framework for apache openwhisk serverless platform","2018","Middleware 2018 - Proceedings of the 2018 ACM/IFIP/USENIX Middleware Conference (Posters)","","","","3","4","1","25","10.1145/3284014.3284016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061715251&doi=10.1145%2f3284014.3284016&partnerID=40&md5=488de3a282553606fa7e9baedd318cf2","Serverless computing simplifies the life cycle of scalable web applications, through delegating most of the operational concerns to the cloud providers. One prominent serverless platform is Apache OpenWhisk which is employed by IBM Cloud. Despite the apparent benefits of serverless computing, some limitations of the serverless platform, such as the state-less nature of serverless functions, can introduce scalability bottlenecks. In this work, we propose an analysis and benchmarking approach for investigating potential bottlenecks and limitations of Apache OpenWhisk serverless platform. © 2018 Association for Computing Machinery.","Apache openwhisk; Benchmarking; Function as a service (faas); Serverless","Life cycle; Middleware; Apache openwhisk; Cloud providers; Distributed analysis; Serverless; WEB application; Benchmarking","Association for Computing Machinery, Inc","ACM","19th ACM/IFIP/USENIX Middleware Conference, Middleware 2018","10 December 2018 through 14 December 2018","Rennes","144676","Conference paper","Final","","Scopus","2-s2.0-85061715251"
"Marroquín R.; Müller I.; Makreshanski D.; Alonso G.","Marroquín, Renato (57198767118); Müller, Ingo (57197918389); Makreshanski, Darko (55800405100); Alonso, Gustavo (7102787521)","57198767118; 57197918389; 55800405100; 7102787521","Pay one, get hundreds for free: Reducing cloud costs through shared query execution","2018","SoCC 2018 - Proceedings of the 2018 ACM Symposium on Cloud Computing","","","","439","450","11","11","10.1145/3267809.3267822","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059020022&doi=10.1145%2f3267809.3267822&partnerID=40&md5=8edc8d4be2768a7f80911ae1aefbb5f0","Cloud-based data analysis is nowadays common practice because of the lower system management overhead as well as the pay-as-you-go pricing model. The pricing model, however, is not always suitable for query processing as heavy use results in high costs. For example, in query-as-a-service systems, where users are charged per processed byte, collections of queries accessing the same data frequently can become expensive. The problem is compounded by the limited options for the user to optimize query execution when using declarative interfaces such as SQL. In this paper, we show how, without modifying existing systems and without the involvement of the cloud provider, it is possible to significantly reduce the overhead, and hence the cost, of query-as-a-service systems. Our approach is based on query rewriting so that multiple concurrent queries are combined into a single query. Our experiments show the aggregated amount of work done by the shared execution is smaller than in a query-at-a-time approach. Since queries are charged per byte processed, the cost of executing a group of queries is often the same as executing a single one of them. As an example, we demonstrate how the shared execution of the TPC-H benchmark is up to 100x and 16x cheaper in Amazon Athena and bigquery than using a query-at-a-time approach while achieving a higher throughput. © 2018 IW3C2 (International World Wide Web Conference Committee).","Cloud Computing; Data Warehouse; Query Processing; Serverless; Shared Workload Execution","Cloud computing; Cost reduction; Data warehouses; Information management; Query processing; Common practices; Existing systems; Query rewritings; Serverless; Service systems; System management; Tpc-h benchmarks; Workload execution; Search engines","Association for Computing Machinery, Inc","ACM SIGMOD; ACM SIGOPS","2018 ACM Symposium on Cloud Computing, SoCC 2018","11 October 2018 through 13 October 2018","Carlsbad","142611","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85059020022"
"","","","SoCC 2019 - Proceedings of the ACM Symposium on Cloud Computing","2019","SoCC 2019 - Proceedings of the ACM Symposium on Cloud Computing","","","","","","498","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091756864&partnerID=40&md5=f45421ec9eb18e916b7de3bc095bf18e","The proceedings contain 52 papers. The topics discussed include: a system-wide debugging assistant powered by natural language processing; narrowing the gap between serverless and its state with storage functions; Cirrus: a serverless framework for end-to-end ML workflows; Cartel: a system for collaborative transfer learning at the edge; HyperSched: dynamic resource reallocation for model development on a deadline; lessons from large-scale software as a service at databricks; BurScale: using burstable instances for cost-effective autoscaling in the public cloud; characterizing and synthesizing task dependencies of data-parallel jobs in Alibaba cloud; and an automated, cross-layer instrumentation framework for diagnosing performance problems in distributed applications.","","","Association for Computing Machinery","Amazon Web Services (AWS); Cisco; CockroachLabs; et al.; Google Cloud; Microsoft","10th ACM Symposium on Cloud Computing, SoCC 2019","20 November 2019 through 23 November 2019","Santa Cruz","161511","Conference review","Final","","Scopus","2-s2.0-85091756864"
"Kaffes K.; Yadwadkar N.J.; Kozyrakis C.","Kaffes, Kostis (57212510735); Yadwadkar, Neeraja J. (56429519900); Kozyrakis, Christos (6602525246)","57212510735; 56429519900; 6602525246","Centralized Core-granular Scheduling for Serverless Functions","2019","SoCC 2019 - Proceedings of the ACM Symposium on Cloud Computing","","","","158","164","6","91","10.1145/3357223.3362709","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091770578&doi=10.1145%2f3357223.3362709&partnerID=40&md5=55e6a8163cf50fe7af99df21b5104efe","In recent years, many applications have started using serverless computing platforms primarily due to the ease of deployment and cost efficiency they offer. However, the existing scheduling mechanisms of serverless platforms fall short in catering to the unique characteristics of such applications: burstiness, short and variable execution times, statelessness and use of a single core. Specifically, the existing mechanisms fall short in meeting the requirements generated due to the combined effect of these characteristics: scheduling at a scale of millions of function invocations per second while achieving predictable performance. In this paper, we argue for a cluster-level centralized and core-granular scheduler for serverless functions. By maintaining a global view of the cluster resources, the centralized approach eliminates queue imbalances while the core granularity reduces interference; together these properties enable reduced performance variability. We expect such a scheduler to increase the adoption of serverless computing platforms by various latency and throughput sensitive applications. © 2019 ACM.","cloud computing; resource allocation; scheduling; serverless computing","Cloud computing; Centralized approaches; Combined effect; Computing platform; Cost efficiency; Performance variability; Scheduling mechanism; Sensitive application; Variable execution time; Scheduling","Association for Computing Machinery","Amazon Web Services (AWS); Cisco; CockroachLabs; et al.; Google Cloud; Microsoft","10th ACM Symposium on Cloud Computing, SoCC 2019","20 November 2019 through 23 November 2019","Santa Cruz","161511","Conference paper","Final","","Scopus","2-s2.0-85091770578"
"","","","Middleware 2017 - Proceedings of the 2017 Middleware Posters and Demos 2017: Proceedings of the Posters and Demos Session of the 18th International Middleware Conference","2017","Middleware 2017 - Proceedings of the 2017 Middleware Posters and Demos 2017: Proceedings of the Posters and Demos Session of the 18th International Middleware Conference","","","","","","29","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046069894&partnerID=40&md5=1387e5652fc82bb747a258664e59fecd","The proceedings contain 12 papers. The topics discussed include: a software-defined hybrid cache with reduced energy; realizing an elastic MEMcached via cached data migration; a shared multi-stakeholder platform for IoT; Drowsy-DC, data-center power management inspired by smartphones; abstractions for supercomputing platforms to facilitate consolidation of services; improving server utilization via resource-adaptive batch VMS; programming application-defined multipath TCP schedulers; HyperPubSub: a decentralized, permissioned, publish/subscribe service using blockchains; combat state-aware interest management for online games; VIBES: fast blockchain simulations for large-scale peer-to-peer networks; MoCA+: incorporating user modeling into mobile contextual advertising; and a serverless topic-based and content-based pub/sub broker.","","","Association for Computing Machinery, Inc","ACM; IFIP; The Advanced Computing Systems Association (USENIX)","18th ACM/IFIP/USENIX International Middleware Conference, Middleware 2017","11 December 2017 through 15 December 2017","Las Vegas","133164","Conference review","Final","","Scopus","2-s2.0-85046069894"
"Jindal S.; Ricci R.","Jindal, Sonika (57537397500); Ricci, Robert (7103409000)","57537397500; 7103409000","MME-FaaS Cloud-Native Control for Mobile Networks","2019","SoCC 2019 - Proceedings of the ACM Symposium on Cloud Computing","","","","152","157","5","4","10.1145/3357223.3362722","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091743595&doi=10.1145%2f3357223.3362722&partnerID=40&md5=5215ac6dd239fbe45b32519798483b39","The control plane for mobile wireless (eg. cellular) networks faces challenges with respect to scaling, robustness, and handling of bursty traffic. In this paper, we take a cloud-native approach to building a mobile control plane, employing a design that maps transitions of device state to serverless functions. Using a prototype of the LTE/EPC Mobility Management Entity (MME), we demonstrate how to architect a mobile control plane using serverless computing primitives. We demonstrate the practicality of this approach, which differs significantly from designs based on traditional telecom infrastructure. © 2019 ACM.","cloud-native; FaaS; MME; mobile networks; Serverless","Cloud computing; Bursty traffic; Control planes; Mobile controls; Mobile wireless; Mobility management; Telecom infrastructures; Mobile telecommunication systems","Association for Computing Machinery","Amazon Web Services (AWS); Cisco; CockroachLabs; et al.; Google Cloud; Microsoft","10th ACM Symposium on Cloud Computing, SoCC 2019","20 November 2019 through 23 November 2019","Santa Cruz","161511","Conference paper","Final","","Scopus","2-s2.0-85091743595"
"Abad C.L.; Boza E.F.; Eyk E.V.","Abad, Cristina L. (22957218500); Boza, Edwin F. (57196238001); Eyk, Erwin van (57203098031)","22957218500; 57196238001; 57203098031","Package-aware scheduling of FaaS functions","2018","ICPE 2018 - Companion of the 2018 ACM/SPEC International Conference on Performance Engineering","2018-January","","","101","106","5","32","10.1145/3185768.3186294","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052016570&doi=10.1145%2f3185768.3186294&partnerID=40&md5=fcc93d89492fb2b2746c2e23f1f30694","We consider the problem of scheduling small cloud functions on serverless computing platforms. Fast deployment and execution of these functions is critical, for example, for microservices architectures. However, functions that require large packages or libraries are bloated and start slowly. A solution is to cache packages at the worker nodes instead of bundling them with the functions. However, existing FaaS schedulers are vanilla load balancers, agnostic of any packages that may have been cached in response to prior function executions, and cannot reap the benefits of package caching (other than by chance). To address this problem, we propose a package-aware scheduling algorithm that tries to assign functions that require the same package to the same worker node. Our algorithm increases the hit rate of the package cache and, as a result, reduces the latency of the cloud functions. At the same time, we consider the load sustained by the workers and actively seek to avoid imbalance beyond a configurable threshold. Our preliminary evaluation shows that, even with our limited exploration of the configuration space so-far, we can achieve 66% performance improvement at the cost of a (manageable) higher node imbalance. © 2018 Association for Computing Machinery.","Cloud computing; Functions-as-a-service; Load balancing; Scheduling; Serverless computing","Cloud computing; Distributed computer systems; Resource allocation; Scheduling; Computing platform; Configuration space; Fast deployments; Load balancer; Microservices; Performance improvements; Prior functions; Serverless computing; Scheduling algorithms","Association for Computing Machinery, Inc","ACM SIGMETRICS; ACM SIGSOFT; SPEC","9th ACM/SPEC International Conference on Performance Engineering, ICPE 2018","9 April 2018 through 13 April 2018","Berlin","135703","Conference paper","Final","","Scopus","2-s2.0-85052016570"
"","","","Middleware Industry 2018 - Proceedings of the 2018 ACM/IFIP/USENIX Middleware Conference (Industrial Track)","2018","Middleware Industry 2018 - Proceedings of the 2018 ACM/IFIP/USENIX Middleware Conference (Industrial Track)","","","","","","63","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061805082&partnerID=40&md5=0b4f3c6d12a47f3d234ff2707a28a12a","The proceedings contain 8 papers. The topics discussed include: serverless data analytics in the IBM cloud; the design and implementation of a real time visual search system on JD E-commerce platform; exploratory study of privacy preserving fraud detection; NBWGuard: realizing network QoS for kubernetes; a high performance, scalable DNS service for very large scale container cloud platforms; resource fairness and prioritization of transactions in permissioned blockchain systems (industry; and BcWAN: a federated low-power WAN for the Internet of things.","","","Association for Computing Machinery, Inc","ACM","19th ACM IFIP USENIX Middleware Conference, Middleware 2018","10 December 2018 through 14 December 2018","Rennes","144677","Conference review","Final","","Scopus","2-s2.0-85061805082"
"Van Eyk E.; Iosup A.; Abad C.L.; Grohmann J.; Eismann S.","Van Eyk, Erwin (57203098031); Iosup, Alexandru (23392350500); Abad, Cristina L. (22957218500); Grohmann, Johannes (57197744369); Eismann, Simon (57203095294)","57203098031; 23392350500; 22957218500; 57197744369; 57203095294","A SPEC RG cloud group’s vision on the performance challenges of FaaS cloud architectures","2018","ICPE 2018 - Companion of the 2018 ACM/SPEC International Conference on Performance Engineering","2018-January","","","21","24","3","66","10.1145/3185768.3186308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050561054&doi=10.1145%2f3185768.3186308&partnerID=40&md5=052b7b321dd10100d0b70db2985bd96f","As a key part of the serverless computing paradigm, Function-as-a-Service (FaaS) platforms enable users to run arbitrary functions without being concerned about operational issues. However, there are several performance-related issues surrounding the state-of-the-art FaaS platforms that can deter widespread adoption of FaaS, including sizeable overheads, unreliable performance, and new forms of the cost-performance trade-off. In this work we, the SPEC RG Cloud Group, identify six performance-related challenges that arise specifically in this FaaS model, and present our roadmap to tackle these problems in the near future. This paper aims at motivating the community to solve these challenges together. © 2018 Copyright held by the owner/author(s).","","Engineering; Industrial engineering; Arbitrary functions; Cloud architectures; Computing paradigm; Cost performance; New forms; Operational issues; Performance challenges; State of the art; Economic and social effects","Association for Computing Machinery, Inc","ACM SIGMETRICS; ACM SIGSOFT; SPEC","9th ACM/SPEC International Conference on Performance Engineering, ICPE 2018","9 April 2018 through 13 April 2018","Berlin","135703","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85050561054"
"Kim J.; Lee K.","Kim, Jeongchul (57210793873); Lee, Kyungyong (57196193080)","57210793873; 57196193080","Practical Cloud Workloads for Serverless FaaS","2019","SoCC 2019 - Proceedings of the ACM Symposium on Cloud Computing","","","","477","","","37","10.1145/3357223.3365439","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091129148&doi=10.1145%2f3357223.3365439&partnerID=40&md5=f15e01747a88e65bac71657edd8650ff","Serverless computing is gaining popularity with the Function-Asa-Service (FaaS) execution model. Without incurring overheads involved in provisioning cloud instances and with high availability and scalability, serverless computing allows developers to focus on implementation of core application logic using other well-developed cloud services. By abstracting the complex resource management task, serverless computing opens new opportunities for the cloud service adoption even to non-cloud experts [2]. With the popularity, many research results have been published using the FaaS execution model. They include investigation of serverless computing opportunities [1], proposing new serverless applications, function run-Time optimization, and public service comparison. Without a common test benchmark suite, authors in the previous work had evaluated proposed systems using fairly simple FaaS applications, such as micro-benchmarks that emphasize specific resources exclusively, e.g., CPU, disk I/O, and network. However, such simple workloads do not represent realistic FaaS system applications, and the evaluations might not compare proposed systems appropriately. To overcome the limitation of lacking a comprehensive benchmark suite for the serverless computing and FaaS execution model, the authors create FunctionBench that provides various FaaS workloads that are ready to be executed on public cloud function execution services-AWS Lambda, Google Cloud Functions, and Azure functions1. Since the inception of serving the FaaS workloads, we keep working to expand the supported applications and add scenarios in big-data processing, back-end web applications, and security. To represent big-data applications, we add a MapReduce WordCount workload, which counts the number of occurrences of each word in a given partitioned input dataset from Wikipedia. To cover web back-end applications, we add Chameleon. The application renders a template using the Chameleon module in Python PIP library to create an HTML table of N rows and M columns that are provided as input arguments. Another web-related application is JSON serialize-deserialize module. The application performs JSON deserialization using a JSON-encoded string dataset (Awesome JSON Dataset) downloaded from a public object storage service, and it serializes the JSON object again. To represent security-related applications, we add Pyaes benchmark that performs private key-based encryption and decryption. It is a pure-Python implementation of the AES block-cipher algorithm in CTR mode. We also add gzip-compression benchmark to represent realistic disk IO-heavy applications. The degree (High, Medium, Low) of resource usage characteristics of newly proposed applications are summarized in Table 1. Please refer to [3] to read the description of comprehensive applications list. The proposed FunctionBench provides a variety of FaaS applications in multiple categories, and we are sure that it will enable fair evaluation of new research work in the relevant field with practical application scenarios. © 2019 Owner/Author.","benchmark; cloud computing; faas; serverless; workload","Benchmarking; Computation theory; Cryptography; Data handling; Digital storage; Function evaluation; High level languages; Large dataset; Web services; Application logic; Application scenario; Big data applications; Encryption and decryption; High availability; Resource management; Runtime optimization; System applications; Storage as a service (STaaS)","Association for Computing Machinery","Amazon Web Services (AWS); Cisco; CockroachLabs; et al.; Google Cloud; Microsoft","10th ACM Symposium on Cloud Computing, SoCC 2019","20 November 2019 through 23 November 2019","Santa Cruz","161511","Conference paper","Final","","Scopus","2-s2.0-85091129148"
"White B.S.; Walker M.; Humphrey M.; Grimshaw A.S.","White, Brian S. (57213235392); Walker, Michael (57672231000); Humphrey, Marty (7102783804); Grimshaw, Andrew S. (35617732400)","57213235392; 57672231000; 7102783804; 35617732400","LegionFS: A Secure and Scalable File System Supporting Cross-Domain High-Performance Applications","2001","Proceedings of the International Conference on Supercomputing","","","","59","","","41","10.1145/582034.582093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77049124361&doi=10.1145%2f582034.582093&partnerID=40&md5=6905d10603cda6741dc1a6153e1cb672","Realizing that current file systems can not cope with the diverse requirements of wide-area collaborations, researchers have developed data access facilities to meet their needs. Recent work has focused on comprehensive data access architectures. In order to fulfill the evolving requirements in this environment, we suggest a more fully-integrated architecture built upon the fundamental tenets of naming, security, scalability, extensibility, and adaptability. These form the underpinning of the Legion File System (LegionFS). This paper motivates the need for these requirements and presents benchmarks that highlight the scalability of LegionFS. LegionFS aggregate throughput follows the linear growth of the network, yielding an aggregate read bandwidth of 193.8 MB/s on a 100 Mbps Ethernet backplane with 50 simultaneous readers. The serverless architecture of LegionFS is shown to benefit important scientific applications, such as those accessing the Protein Data Bank, within both local- and wide-area environments. © 2001 ACM.","","Aggregates; Computer architecture; Network architecture; Scalability; 'current; Access facilities; Aggregate throughput; Cross-domain; Data access; Filesystem; Fully integrated; High performance applications; Integrated architecture; Linear growth; File organization","Association for Computing Machinery","The Association for Computing Machinery, Special Interest Group on Computer Architecture (ACM SIGARCH); The IEEE Computer Society","2001 ACM/IEEE Conference on Supercomputing, SC 2001","10 November 2001 through 16 November 2001","Denver","178964","Conference paper","Final","","Scopus","2-s2.0-77049124361"
"Sampé J.; Vernik G.; Sánchez-Artigas M.; García-López P.","Sampé, Josep (57053360400); Vernik, Gil (27068121500); Sánchez-Artigas, Marc (10939155200); García-López, Pedro (24479469800)","57053360400; 27068121500; 10939155200; 24479469800","Serverless data analytics in the IBM cloud","2018","Middleware Industry 2018 - Proceedings of the 2018 ACM/IFIP/USENIX Middleware Conference (Industrial Track)","","","","1","8","7","78","10.1145/3284028.3284029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061789926&doi=10.1145%2f3284028.3284029&partnerID=40&md5=a0de6b43ddbebaedf7685d315c6b64f4","Unexpectedly, the rise of serverless computing has also collaterally started the “democratization” of massive-scale data parallelism. This new trend heralded by PyWren pursues to enable untrained users to execute single-machine code in the cloud at massive scale through platforms like AWS Lambda. Inspired by this vision, this industry paper presents IBM-PyWren, which continues the pioneering work begun by PyWren in this field. It must be noted that IBM-PyWren is not, however, just a mere reimplementation of PyWren’s API atop IBM Cloud Functions. Rather, it is must be viewed as an advanced extension of PyWren to run broader MapReduce jobs. We describe the design, innovative features (API extensions, data discovering & partitioning, composability, etc.) and performance of IBM-PyWren, along with the challenges encountered during its implementation. © 2018 Association for Computing Machinery.","Distributed computing; IBM cloud functions; IBM cloud object storage; PyWren; Serverless computing","Data Analytics; Distributed computer systems; Middleware; Composability; Data parallelism; Map-reduce; Object storages; PyWren; Serverless computing; Single- machines; Digital storage","Association for Computing Machinery, Inc","ACM","19th ACM IFIP USENIX Middleware Conference, Middleware 2018","10 December 2018 through 14 December 2018","Rennes","144677","Conference paper","Final","","Scopus","2-s2.0-85061789926"
